"ID","Name","Category","Price"
"ID777","Name777","Category3","42.00"
"ID778","Name778","Category4","203.00"
"ID779","Name779","Category4","60.00"
"ID780","Name780","Category1","259.00"
"ID781","Name781","Category4","21.00"
"ID782","Name782","Category4","825.00"
"ID783","Name783","Category4","526.00"
"ID784","Name784","Category3","983.00"
"ID785","Name785","Category3","694.00"
"ID786","Name786","Category3","586.00"
"ID787","Name787","Category3","771.00"
"ID788","Name788","Category3","590.00"
"ID789","Name789","Category4","708.00"
"ID790","Name790","Category1","942.00"
"ID791","Name791","Category3","278.00"
"ID792","Name792","Category3","541.00"
"ID793","Name793","Category3","968.00"
"ID794","Name794","Category4","198.00"
"ID795","Name795","Category4","302.00"
"ID796","Name796","Category1","165.00"
"ID797","Name797","Category2","633.00"
"ID798","Name798","Category1","505.00"
"ID799","Name799","Category2","121.00"
"ID800","Name800","Category2","409.00"
"ID801","Name801","Category1","655.00"
"ID802","Name802","Category3","472.00"
"ID803","Name803","Category4","778.00"
"ID804","Name804","Category4","287.00"
"ID805","Name805","Category2","206.00"
"ID806","Name806","Category1","26.00"
"ID807","Name807","Category2","500.00"
"ID808","Name808","Category2","264.00"
"ID809","Name809","Category2","338.00"
"ID810","Name810","Category3","591.00"
"ID811","Name811","Category2","890.00"
"ID812","Name812","Category1","891.00"
"ID813","Name813","Category3","711.00"
"ID814","Name814","Category2","153.00"
"ID815","Name815","Category4","270.00"
"ID816","Name816","Category1","997.00"
"ID817","Name817","Category3","305.00"
"ID818","Name818","Category3","940.00"
"ID819","Name819","Category4","774.00"
"ID820","Name820","Category1","655.00"
"ID821","Name821","Category4","762.00"
"ID822","Name822","Category1","777.00"
"ID823","Name823","Category4","737.00"
"ID824","Name824","Category3","538.00"
"ID825","Name825","Category4","494.00"
"ID826","Name826","Category1","130.00"
"ID827","Name827","Category4","736.00"
"ID828","Name828","Category3","442.00"
"ID829","Name829","Category1","442.00"
"ID830","Name830","Category4","186.00"
"ID831","Name831","Category3","925.00"
"ID832","Name832","Category3","778.00"
"ID833","Name833","Category1","762.00"
"ID834","Name834","Category3","130.00"
"ID835","Name835","Category2","540.00"
"ID836","Name836","Category2","143.00"
"ID837","Name837","Category2","370.00"
"ID838","Name838","Category3","97.00"
"ID839","Name839","Category1","79.00"
"ID840","Name840","Category4","819.00"
"ID841","Name841","Category3","191.00"
"ID842","Name842","Category1","904.00"
"ID843","Name843","Category4","5.00"
"ID844","Name844","Category4","703.00"
"ID845","Name845","Category2","750.00"
"ID846","Name846","Category2","638.00"
"ID847","Name847","Category1","124.00"
"ID848","Name848","Category1","321.00"
"ID849","Name849","Category3","265.00"
"ID850","Name850","Category2","73.00"
"ID851","Name851","Category1","365.00"
"ID852","Name852","Category4","705.00"
"ID853","Name853","Category1","184.00"
"ID854","Name854","Category1","198.00"
"ID855","Name855","Category3","484.00"
"ID856","Name856","Category4","619.00"
"ID857","Name857","Category1","873.00"
"ID858","Name858","Category3","513.00"
"ID859","Name859","Category3","681.00"
"ID860","Name860","Category3","422.00"
"ID861","Name861","Category4","139.00"
"ID862","Name862","Category2","83.00"
"ID863","Name863","Category2","778.00"
"ID864","Name864","Category3","9.00"
"ID865","Name865","Category4","640.00"
"ID866","Name866","Category2","659.00"
"ID867","Name867","Category4","100.00"
"ID868","Name868","Category3","112.00"
"ID869","Name869","Category3","689.00"
"ID870","Name870","Category3","791.00"
"ID871","Name871","Category2","925.00"
"ID872","Name872","Category4","430.00"
"ID873","Name873","Category2","869.00"
"ID874","Name874","Category4","817.00"
"ID875","Name875","Category1","839.00"
"ID876","Name876","Category2","230.00"
"ID877","Name877","Category4","940.00"
"ID878","Name878","Category4","575.00"
"ID879","Name879","Category3","326.00"
"ID880","Name880","Category3","410.00"
"ID881","Name881","Category2","264.00"
"ID882","Name882","Category4","923.00"
"ID883","Name883","Category1","42.00"
"ID884","Name884","Category3","302.00"
"ID885","Name885","Category1","718.00"
"ID886","Name886","Category4","803.00"
"ID887","Name887","Category3","496.00"
"ID888","Name888","Category4","595.00"
"ID889","Name889","Category4","369.00"
"ID890","Name890","Category2","61.00"
"ID891","Name891","Category2","83.00"
"ID892","Name892","Category3","704.00"
"ID893","Name893","Category2","709.00"
"ID894","Name894","Category2","728.00"
"ID895","Name895","Category2","571.00"
"ID896","Name896","Category3","471.00"
"ID897","Name897","Category1","672.00"
"ID898","Name898","Category4","103.00"
"ID899","Name899","Category3","665.00"
"ID900","Name900","Category4","258.00"
"ID901","Name901","Category3","183.00"
"ID902","Name902","Category4","544.00"
"ID903","Name903","Category1","493.00"
"ID904","Name904","Category3","322.00"
"ID905","Name905","Category1","132.00"
"ID906","Name906","Category2","179.00"
"ID907","Name907","Category1","760.00"
"ID908","Name908","Category1","98.00"
"ID909","Name909","Category3","498.00"
"ID910","Name910","Category1","480.00"
"ID911","Name911","Category2","574.00"
"ID912","Name912","Category3","389.00"
"ID913","Name913","Category2","368.00"
"ID914","Name914","Category1","374.00"
"ID915","Name915","Category3","317.00"
"ID916","Name916","Category4","106.00"
"ID917","Name917","Category3","633.00"
"ID918","Name918","Category4","714.00"
"ID919","Name919","Category4","632.00"
"ID920","Name920","Category3","584.00"
"ID921","Name921","Category2","829.00"
"ID922","Name922","Category1","719.00"
"ID923","Name923","Category3","564.00"
"ID924","Name924","Category2","607.00"
"ID925","Name925","Category3","230.00"
"ID926","Name926","Category2","879.00"
"ID927","Name927","Category3","657.00"
"ID928","Name928","Category3","276.00"
"ID929","Name929","Category3","366.00"
"ID930","Name930","Category4","319.00"
"ID931","Name931","Category4","508.00"
"ID932","Name932","Category4","868.00"
"ID933","Name933","Category1","75.00"
"ID934","Name934","Category3","586.00"
"ID935","Name935","Category1","726.00"
"ID936","Name936","Category3","331.00"
"ID937","Name937","Category4","76.00"
"ID938","Name938","Category2","598.00"
"ID939","Name939","Category1","233.00"
"ID940","Name940","Category1","130.00"
"ID941","Name941","Category2","748.00"
"ID942","Name942","Category2","29.00"
"ID943","Name943","Category4","143.00"
"ID944","Name944","Category2","590.00"
"ID945","Name945","Category3","451.00"
"ID946","Name946","Category4","645.00"
"ID947","Name947","Category1","244.00"
"ID948","Name948","Category1","821.00"
"ID949","Name949","Category1","310.00"
"ID950","Name950","Category1","880.00"
"ID951","Name951","Category3","548.00"
"ID952","Name952","Category4","812.00"
"ID953","Name953","Category1","882.00"
"ID954","Name954","Category3","987.00"
"ID955","Name955","Category3","3.00"
"ID956","Name956","Category4","393.00"
"ID957","Name957","Category4","197.00"
"ID958","Name958","Category1","242.00"
"ID959","Name959","Category1","626.00"
"ID960","Name960","Category4","349.00"
"ID961","Name961","Category3","364.00"
"ID962","Name962","Category4","578.00"
"ID963","Name963","Category2","233.00"
"ID964","Name964","Category2","197.00"
"ID965","Name965","Category4","771.00"
"ID966","Name966","Category4","443.00"
"ID967","Name967","Category4","862.00"
"ID968","Name968","Category3","93.00"
"ID969","Name969","Category1","194.00"
"ID970","Name970","Category3","698.00"
"ID971","Name971","Category1","524.00"
"ID972","Name972","Category4","427.00"
"ID973","Name973","Category3","752.00"
"ID974","Name974","Category3","726.00"
"ID975","Name975","Category4","496.00"
"ID976","Name976","Category3","650.00"
"ID977","Name977","Category3","48.00"
"ID978","Name978","Category4","892.00"
"ID979","Name979","Category2","169.00"
"ID980","Name980","Category1","711.00"
"ID981","Name981","Category3","130.00"
"ID982","Name982","Category4","867.00"
"ID983","Name983","Category4","487.00"
"ID984","Name984","Category4","838.00"
"ID985","Name985","Category4","206.00"
"ID986","Name986","Category1","922.00"
"ID987","Name987","Category3","820.00"
"ID988","Name988","Category2","691.00"
"ID989","Name989","Category1","274.00"
"ID990","Name990","Category4","458.00"
"ID991","Name991","Category3","956.00"
"ID992","Name992","Category3","243.00"
"ID993","Name993","Category4","108.00"
"ID994","Name994","Category2","638.00"
"ID995","Name995","Category3","849.00"
"ID996","Name996","Category4","261.00"
"ID997","Name997","Category1","472.00"
"ID998","Name998","Category3","816.00"
"ID999","Name999","Category3","58.00"
"ID1000","Name1000","Category2","656.00"
